,写字楼名称,所在市区,租金,竣工时间,纬度,经度,geometry
743,莱茵·虹景中心,上海市闵行区,3.3-4.8元/m2/天,2014年8月,31.171349,121.373881,POINT (121.373881 31.171349)
744,联强国际,上海市长宁区,4-5.5元/m2/天,,31.218928,121.355433,POINT (121.355433 31.218928)
745,四行天地（国企楼盘）,上海市闸北区,5.5元/m2/天,2013年4月,31.23996,121.472816,POINT (121.472816 31.23996)
746,中一大楼（国企大楼）,上海市黄浦区,6-6.5元/m2/天,2010年12月,31.239818,121.485487,POINT (121.485487 31.239818)
747,浦发广场,上海市普陀区,2.79-6.31元/m2/天,1996年,31.252753,121.435578,POINT (121.435578 31.252753)
748,旭兆空间,上海市闸北区,3.9-5元/m2/天,2017年改造,31.255758,121.452155,POINT (121.452155 31.255758)
749,证大立方,上海市浦东区,5-8.5元/m2/天,2007年,31.224768,121.552397,POINT (121.552397 31.224768)
750,银东大厦,上海市浦东区,2-3.9元/m2/天,2006年8月18,31.245588,121.594301,POINT (121.594301 31.245588)
751,沫谷科创园,上海市闵行区,1.3-1.6元/m2/天,2019年,31.093926,121.451854,POINT (121.451854 31.093926)
752,城投控股大厦（国企楼盘）,上海市虹口区,5.3-8.6元/m2/天,2011年11月,31.245286,121.490668,POINT (121.490668 31.245286)
753,文洋大厦,上海市长宁区,3.8-4.5元/m2/天,2012年,31.222389,121.35478,POINT (121.35478 31.222389)
754,国茸·浦江科创园,上海市闵行区,1.65-2.2元/m2/天,,31.082007,121.521809,POINT (121.521809 31.082007)
755,丽晶阳光大厦,上海市普陀区,2.8-5元/m2/天,,31.232954,121.429376,POINT (121.429376 31.232954)
756,创邑SPACE·衡山,上海市徐汇区,6.9元/m2/天,2017年,31.205008,121.447216,POINT (121.447216 31.205008)
757,建设大楼,上海市黄浦区,4.9-6.2元/m2/天,,31.233824,121.48785,POINT (121.48785 31.233824)
758,8号桥一期（国企楼盘）,上海市黄浦区,6-7.8元/m2/天,2004年12月,31.210354,121.47157,POINT (121.47157 31.210354)
759,燎申漕宝大厦,上海市闵行区,2.2-3.9元/m2/天,2005年,31.15923,121.398384,POINT (121.398384 31.15923)
760,诺诚M7,上海市宝山区,2.9-3.4元/m2/天,,31.291908,121.417084,POINT (121.417084 31.291908)
761,ENJOY趣办·徐汇大隐,上海市徐汇区,5.8-6元/m2/天,2018年4月,31.190129,121.443157,POINT (121.443157 31.190129)
762,世博.树源,上海市浦东区,2.8-4.3元/m2/天,,31.165176,121.504221,POINT (121.504221 31.165176)
763,东湖大厦,上海市徐汇区,8-9元/m2/天,2000年3月,31.216431,121.453763,POINT (121.453763 31.216431)
764,东吴证券大厦,上海市黄浦区,5.3-6元/m2/天,2010年1月,31.208267,121.487212,POINT (121.487212 31.208267)
765,柏航德必易园（国企楼盘）,上海市虹口区,2.5-4.2元/m2/天,,31.289356,121.488159,POINT (121.488159 31.289356)
766,蔚然·新天地,上海市黄浦区,6.5-7元/m2/天,2017年7月,31.208941,121.474982,POINT (121.474982 31.208941)
767,金光外滩中心,上海市黄浦区,7-13.8元/m2/天,2002年,31.231856,121.488273,POINT (121.488273 31.231856)
768,F659,上海市静安区,6.5-8.5元/m2/天,2015年,31.231341,121.464251,POINT (121.464251 31.231341)
769,国盛中心,上海市普陀区,3-4.78元/m2/天,2009年,31.224615,121.396035,POINT (121.396035 31.224615)
770,浦东民航大厦（国企楼盘）,上海市浦东区,2.6-3.6元/m2/天,,31.145746,121.808709,POINT (121.808709 31.145746)
771,宝华大厦,上海市普陀区,4.2-6.8元/m2/天,2007年,31.239131,121.438729,POINT (121.438729 31.239131)
772,应氏大厦,上海市黄浦区,4.8-6.3元/m2/天,1997年12月,31.237549,121.483478,POINT (121.483478 31.237549)
773,保利西岸中心,上海市徐汇区,6.5-8元/m2/天,2016年,31.180121,121.456334,POINT (121.456334 31.180121)
774,绿地科技岛广场,上海市闵行区,3.5-4.66元/m2/天,2008年4月,31.115394,121.387839,POINT (121.387839 31.115394)
775,创邑·海上海,上海市杨浦区,3-5.5元/m2/天,2006年,31.263643,121.509917,POINT (121.509917 31.263643)
776,静安创展中心,上海市静安区,3.35-6.13元/m2/天,,31.239115,121.443714,POINT (121.443714 31.239115)
777,东方世纪大厦,上海市长宁区,3.9-5元/m2/天,2003年,31.20572,121.398437,POINT (121.398437 31.20572)
778,天华信息科技园,上海市徐汇区,4.8-6元/m2/天,2008年8月,31.173757,121.441678,POINT (121.441678 31.173757)
779,中锐虹口锐WIN创意园,上海市虹口区,4.5-5元/m2/天,2018年8月,31.257217,121.496009,POINT (121.496009 31.257217)
780,财富时代大厦,上海市普陀区,3.5-6.06元/m2/天,2005年2月,31.242449,121.442707,POINT (121.442707 31.242449)
781,尚之坊时尚文化创意园,上海市青浦区,1.2-3元/m2/天,,31.175951,121.182268,POINT (121.182268 31.175951)
782,徐汇万科中心二期,上海市徐汇区,4.6-6.2元/m2/天,2017年,31.159859,121.433826,POINT (121.433826 31.159859)
783,近铁虹口科创金融产业园,上海市虹口区,4.5-5.5元/m2/天,2017年12月底,31.267849,121.474365,POINT (121.474365 31.267849)
784,亨通国际大厦,上海市长宁区,4.5-4.8元/m2/天,1998年5月,31.218351,121.42071,POINT (121.42071 31.218351)
785,世纪汇广场,上海市浦东区,11-14.5元/m2/天,2015年,31.226911,121.527831,POINT (121.527831 31.226911)
786,古北国际财富中心二期（国企楼盘）,上海市长宁区,8-10元/m2/天,2012年,31.197492,121.404036,POINT (121.404036 31.197492)
787,宝车荟复地·国际汽车商务园,上海市宝山区,2-3元/m2/天,2010年,31.349902,121.500834,POINT (121.500834 31.349902)
788,创邑SPACE·华山,上海市长宁区,6元/m2/天,2016年,31.213316,121.439172,POINT (121.439172 31.213316)
789,宁谷国际大厦,上海市闵行区,3.4-5元/m2/天,2009年,31.135999,121.407575,POINT (121.407575 31.135999)
790,联通大厦,上海市长宁区,5-7元/m2/天,,31.217656,121.41742,POINT (121.41742 31.217656)
791,龙盛· 福新汇,上海市闸北区,6.5-8.5元/m2/天,2022年3月,31.241127,121.467301,POINT (121.467301 31.241127)
792,瑞金大厦,上海市黄浦区,5.4-8.7元/m2/天,1996年,31.213265,121.463292,POINT (121.463292 31.213265)
793,玉嘉大厦,上海市长宁区,3.6-4.4元/m2/天,1997年5月,31.208877,121.433044,POINT (121.433044 31.208877)
794,绿地公园广场,上海市宝山区,1.97-3.87元/m2/天,,31.344592,121.371765,POINT (121.371765 31.344592)
795,科技大厦,上海市徐汇区,3.1-3.7元/m2/天,1998年1月,31.173715,121.416203,POINT (121.416203 31.173715)
796,联合大厦,上海市普陀区,2.7-4.21元/m2/天,1989年,31.240745,121.420984,POINT (121.420984 31.240745)
797,智慧广场,上海市静安区,3.4-5.73元/m2/天,2010年7月,31.233418,121.431262,POINT (121.431262 31.233418)
798,双高大厦,上海市松江区,2.5-5元/m2/天,,31.051245,121.242232,POINT (121.242232 31.051245)
799,温商国际大厦,上海市松江区,2.6-2.8元/m2/天,,30.927338,121.465812,POINT (121.465812 30.927338)
800,富悦财富广场,上海市松江区,2.3-3.5元/m2/天,,31.059706,121.246666,POINT (121.246666 31.059706)
801,乾锦创业园（国企楼盘）,上海市闵行区,4.2-5元/m2/天,2005年,31.10953,121.379479,POINT (121.379479 31.10953)
802,赢华国际广场,上海市普陀区,3.2-5元/m2/天,,31.220324,121.385798,POINT (121.385798 31.220324)
803,庄氏企业园,上海市奉贤区,1.5-3.5元/m2/天,2021年3月,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
804,汇智30,上海市长宁区,4.5-5.5元/m2/天,2007年,31.224755,121.427462,POINT (121.427462 31.224755)
805,六合大厦,上海市黄浦区,2.8-4.11元/m2/天,1998年,31.236586,121.475496,POINT (121.475496 31.236586)
806,中国出版蓝桥创意产业园,上海市虹口区,3.5-3.8元/m2/天,2008年,31.294106,121.484949,POINT (121.484949 31.294106)
807,奇亚特中心,上海市闵行区,1.5-2元/m2/天,2008年,31.086022,121.522812,POINT (121.522812 31.086022)
808,WE国际文化创意中心(外滩8号)（国企楼盘）,上海市黄浦区,7.5-12.8元/m2/天,2010年,31.231665,121.492515,POINT (121.492515 31.231665)
809,城建国际中心（国企楼盘),上海市浦东区,7.5-8.5元/m2/天,2005年12月,31.222535,121.532386,POINT (121.532386 31.222535)
810,百空间·天津路（国企楼盘）,上海市黄浦区,11.1-13.8元/m2/天,2019年年底（改造）,31.237952,121.485442,POINT (121.485442 31.237952)
811,百空间·永兴仓库（国企楼盘）,上海市虹口区,4.8-6元/m2/天,2021年新改造,31.249969,121.5127,POINT (121.5127 31.249969)
812,大宁中心广场二期（国企参股楼盘）,上海市闸北区,3.8-5元/m2/天,2013年,31.280394,121.442341,POINT (121.442341 31.280394)
813,鼎立大厦,上海市虹口区,3.6-4元/m2/天,2006年12月,31.255334,121.511835,POINT (121.511835 31.255334)
814,建邦大厦,上海市虹口区,5.2-6.3元/m2/天,,31.265312,121.496501,POINT (121.496501 31.265312)
815,飞雕商务大厦,上海市普陀区,2.77-3.7元/m2/天,2005年6月,31.231737,121.428673,POINT (121.428673 31.231737)
816,华宜大厦,上海市徐汇区,4.2-8.5元/m2/天,2010年,31.181886,121.427279,POINT (121.427279 31.181886)
817,金英汇众创空间,上海市浦东区,6.5-6.82元/m2/天,2018年,31.248232,121.600977,POINT (121.600977 31.248232)
818,office.park金海园（国企楼盘）,上海市浦东区,4.2-5.5元/m2/天,2020年,31.258466,121.613605,POINT (121.613605 31.258466)
819,创洁大厦,上海市浦东区,3.2-6元/m2/天,,31.21062,121.597516,POINT (121.597516 31.21062)
820,凯龙金领大厦,上海市浦东区,3.5-5元/m2/天,2006年,31.261937,121.621715,POINT (121.621715 31.261937)
821,虹桥天地,上海市长宁区,6-8.5元/m2/天,2013年2月,31.195335,121.315698,POINT (121.315698 31.195335)
822,Base航空,上海市徐汇区,6.3-7.1元/m2/天,2016年,31.192056,121.440274,POINT (121.440274 31.192056)
823,大族科技中心,上海市浦东区,3-5元/m2/天,2016年,31.256021,121.618148,POINT (121.618148 31.256021)
824,WEPARK芳草寓,上海市宝山区,3.5元/m2/天,2020年,31.344057,121.504924,POINT (121.504924 31.344057)
825,久友大厦,上海市嘉定区,2.1-2.4元/m2/天,,31.29526,121.30377,POINT (121.30377 31.29526)
826,新长征中环大厦,上海市普陀区,3-3.5元/m2/天,2004年,31.242139,121.381216,POINT (121.381216 31.242139)
827,上海西郊商务区A,上海市嘉定区,2-2.5元/m2/天,,31.240208,121.331996,POINT (121.331996 31.240208)
828,时美大厦,上海市静安区,3.3-5元/m2/天,,31.234359,121.452353,POINT (121.452353 31.234359)
829,万街303,上海市徐汇区,2.5-3.8元/m2/天,2017年,31.138434,121.44425,POINT (121.44425 31.138434)
830,永融企业中心,上海市虹口区,3-4元/m2/天,2006年8月,31.26056,121.489574,POINT (121.489574 31.26056)
831,海通证券大厦,上海市黄浦区,5.9-7.9元/m2/天,2002年12月,31.230026,121.479393,POINT (121.479393 31.230026)
832,台尚创意园,上海市闵行区,3.5-4.5元/m2/天,2016年,31.163005,121.347423,POINT (121.347423 31.163005)
833,金天地国际大厦,上海市黄浦区,3.47-4.8元/m2/天,2005年2月,31.222322,121.483464,POINT (121.483464 31.222322)
834,中国梦谷园区,上海市青浦区,1.4-2.7元/m2/天,,31.198819,121.266537,POINT (121.266537 31.198819)
835,张江乐业天地,上海市浦东区,3.5-4.5元/m2/天,,31.184583,121.603376,POINT (121.603376 31.184583)
836,虹桥奇点科创园,上海市青浦区,2-2.6元/m2/天,2018年5月,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
837,东方环球企业中心,上海市闸北区,2.5-4.6元/m2/天,2009年,31.290175,121.447385,POINT (121.447385 31.290175)
838,海森国际大厦,上海市静安区,3-4.08元/m2/天,2004年6月,31.228261,121.430329,POINT (121.430329 31.228261)
839,恒积大厦,上海市黄浦区,4.5-6.5元/m2/天,1997年,31.225141,121.481702,POINT (121.481702 31.225141)
840,歆翱商务大楼,上海市嘉定区,2.2-4元/m2/天,,31.243824,121.330555,POINT (121.330555 31.243824)
841,振源大厦,上海市普陀区,3.35-4.5元/m2/天,1999年,31.24741,121.431651,POINT (121.431651 31.24741)
842,申迪文化中心,上海市浦东区,3.5-4.3元/m2/天,2018年12月,31.132677,121.670684,POINT (121.670684 31.132677)
843,亚町创意工坊,上海市杨浦区,3.4-5元/m2/天,,31.260745,121.515048,POINT (121.515048 31.260745)
844,钰芯大厦,上海市奉贤区,1.1元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
845,会德丰国际广场,上海市静安区,12.8-16元/m2/天,2010年,31.221846,121.445192,POINT (121.445192 31.221846)
846,嘉南红塔广场,上海市松江区,1.8-2.2元/m2/天,,31.138382,121.293452,POINT (121.293452 31.138382)
847,驴妈妈科技园,上海市嘉定区,2.6-2.8元/m2/天,2019年,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
848,上海国际集团大厦（国企楼盘）,上海市静安区,6.8-7.5元/m2/天,1997年,31.226466,121.462089,POINT (121.462089 31.226466)
849,安垦建国,上海市徐汇区,6.8-7元/m2/天,2007年,31.20383,121.453572,POINT (121.453572 31.20383)
850,达人湾创智广场,上海市闸北区,2.5-3.03元/m2/天,2013年4月,31.259361,121.460349,POINT (121.460349 31.259361)
851,绿地浦汇中心,上海市青浦区,2.6-3.2元/m2/天,2022年,31.159922,121.125911,POINT (121.125911 31.159922)
852,莘意坊,上海市闵行区,2-3.4元/m2/天,2019年,31.08648,121.388097,POINT (121.388097 31.08648)
853,环球世界大厦,上海市静安区,4.93-7.5元/m2/天,1998年,31.224046,121.444913,POINT (121.444913 31.224046)
854,诺亚财富中心（原新地中心）,上海市长宁区,5.6-8.8元/m2/天,2016年,31.193205,121.311289,POINT (121.311289 31.193205)
855,金桥加工区,上海市浦东区,1.24-2.3元/m2/天,1997年12月2日,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
856,吴泾宝龙中心,上海市闵行区,2.1-2.8元/m2/天,2020年5月,31.03915,121.451923,POINT (121.451923 31.03915)
857,共和大厦,上海市闸北区,2.01-2.41元/m2/天,2003年,31.258235,121.46277,POINT (121.46277 31.258235)
858,金岸610,上海市闸北区,4.5-9元/m2/天,2017年6月,31.246796,121.451204,POINT (121.451204 31.246796)
859,红石科技大楼,上海市宝山区,2.5-3.4元/m2/天,,31.351855,121.434419,POINT (121.434419 31.351855)
860,东航滨江中心（国企楼盘）,上海市徐汇区,6.8-7.8元/m2/天,2018年4月,31.165784,121.458273,POINT (121.458273 31.165784)
861,乐凯大厦,上海市浦东区,4-5.2元/m2/天,1996年,31.229823,121.519297,POINT (121.519297 31.229823)
862,由度工坊,上海市浦东区,3.5-4元/m2/天,,31.243534,121.607366,POINT (121.607366 31.243534)
863,中达广场,上海市浦东区,5.5-6.2元/m2/天,2006年8月,31.22095,121.529667,POINT (121.529667 31.22095)
864,物资大厦,上海市黄浦区,3-3.8元/m2/天,1998年,31.238603,121.481946,POINT (121.481946 31.238603)
865,恒达广场(部分国企物业),上海市普陀区,3-4.3元/m2/天,2001年6月,31.240308,121.439922,POINT (121.439922 31.240308)
866,汇融天地,上海市普陀区,4.5-5.8元/m2/天,2013年,31.236466,121.419055,POINT (121.419055 31.236466)
867,滨江万科中心,上海市浦东区,5-7.5元/m2/天,2016年10月,31.24448,121.539318,POINT (121.539318 31.24448)
868,舜元企业发展大厦,上海市长宁区,4.5-8元/m2/天,2007年7月,31.218266,121.431599,POINT (121.431599 31.218266)
869,BHC中环中心,上海市浦东区,2.82-4.83元/m2/天,,31.157356,121.559973,POINT (121.559973 31.157356)
870,同达创业大厦,上海市长宁区,3.5-4.5元/m2/天,2005年,31.212709,121.396994,POINT (121.396994 31.212709)
871,宝华城立方,上海市虹口区,2.2-5.1元/m2/天,2010年8月,31.277156,121.466302,POINT (121.466302 31.277156)
872,新杨湾科创园,上海市宝山区,2.3-3元/m2/天,2017年,31.320962,121.467489,POINT (121.467489 31.320962)
873,中建企业天地（央企楼盘）,上海市青浦区,4.5元/m2/天,2021年,31.1826,121.288859,POINT (121.288859 31.1826)
874,绿地汇创国际大厦,上海市杨浦区,3.2-5.45元/m2/天,2009年,31.297199,121.521289,POINT (121.521289 31.297199)
875,万嘉商业广场,上海市浦东区,2-4元/m2/天,,31.292605,121.611243,POINT (121.611243 31.292605)
876,静安大厦,上海市静安区,4.5-5元/m2/天,2001年,31.219358,121.439853,POINT (121.439853 31.219358)
877,长阳谷创意园（国企楼盘）,上海市杨浦区,3-4.3元/m2/天,2014年,31.270016,121.5364,POINT (121.5364 31.270016)
878,山海大厦,上海市浦东区,3.1-4.9元/m2/天,,31.241953,121.53677,POINT (121.53677 31.241953)
879,苏河一号,上海市闸北区,3.5-5.9元/m2/天,2008年11月,31.247042,121.452534,POINT (121.452534 31.247042)
880,尚馥骊湾88（国企楼盘）,上海市浦东区,3.3-4.5元/m2/天,,31.163644,121.491917,POINT (121.491917 31.163644)
881,智贸E园,上海市浦东区,1.5-1.8元/m2/天,,31.334448,121.602903,POINT (121.602903 31.334448)
882,国家863软件孵化基地（国企楼盘）,上海市闵行区,2元/m2/天,2006年,31.076713,121.516881,POINT (121.516881 31.076713)
883,中国黄金大厦（国企楼盘）,上海市浦东区,4.8-8.5元/m2/天,2019年,31.182246,121.485327,POINT (121.485327 31.182246)
884,天科国际大厦（国企楼盘）,上海市杨浦区,3.3-5.26元/m2/天,2009年,31.259454,121.533061,POINT (121.533061 31.259454)
885,上海现代交通商务大厦,上海市闸北区,4.6元/m2/天,2005年8月,31.240569,121.457141,POINT (121.457141 31.240569)
886,张江创业源,上海市浦东区,3.9-5元/m2/天,,31.190084,121.588271,POINT (121.588271 31.190084)
887,雅州大楼,上海市黄浦区,4-4.5元/m2/天,,31.237821,121.46916,POINT (121.46916 31.237821)
888,联曜创园,上海市宝山区,2.7元/m2/天,2022年1月1日,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
889,亚洲商务楼2幢,上海市浦东区,2.47-5.2元/m2/天,1988年,31.216044,121.531692,POINT (121.531692 31.216044)
890,上海光大会展中心,上海市徐汇区,2.83-5.81元/m2/天,2003年1月,31.167449,121.429675,POINT (121.429675 31.167449)
891,绿地威科国际商业广场,上海市普陀区,2.37-5.48元/m2/天,,31.265699,121.428718,POINT (121.428718 31.265699)
892,移动智地(上海移动互联网产业基地),上海市青浦区,1-2.5元/m2/天,,31.146197,121.173734,POINT (121.173734 31.146197)
893,绿地M-TOWN,上海市浦东区,4-6.5元/m2/天,2016年,31.176941,121.60375,POINT (121.60375 31.176941)
894,茸源科技创业园,上海市松江区,1.6-2.9元/m2/天,2018年中,30.992758,121.209696,POINT (121.209696 30.992758)
895,中兴智慧园,上海市浦东区,4-5.8元/m2/天,2007年,31.197545,121.58704,POINT (121.58704 31.197545)
896,寰启商务中心,上海市闵行区,1.7-1.9元/m2/天,,31.089002,121.523159,POINT (121.523159 31.089002)
897,岳洋大厦,上海市虹口区,2.9-3.2元/m2/天,1996年1月份,31.25566,121.499042,POINT (121.499042 31.25566)
898,企德天地,上海市松江区,2-2.5元/m2/天,,31.019818,121.248044,POINT (121.248044 31.019818)
899,冠捷大厦,上海市长宁区,5.5-6.5元/m2/天,2016年,31.191835,121.315306,POINT (121.315306 31.191835)
900,阿拉城,上海市闵行区,4.5-5.5元/m2/天,2017年,31.175925,121.374269,POINT (121.374269 31.175925)
901,虹桥平安财富中心,上海市长宁区,4.5-5.6元/m2/天,,31.210768,121.315335,POINT (121.315335 31.210768)
902,柳林大厦（国企楼盘）,上海市黄浦区,5-6.5元/m2/天,2002年,31.22446,121.480542,POINT (121.480542 31.22446)
903,安垦里弄,上海市静安区,6.5-8元/m2/天,2015年,31.236221,121.449106,POINT (121.449106 31.236221)
904,展想广场,上海市浦东区,6-6.8元/m2/天,2012年,31.20995,121.629101,POINT (121.629101 31.20995)
905,美奂大厦,上海市徐汇区,5-11.9元/m2/天,2016年,31.192689,121.467685,POINT (121.467685 31.192689)
906,安垦Access,上海市静安区,6.2-7元/m2/天,,31.239425,121.444245,POINT (121.444245 31.239425)
907,品尊国际18英尺,上海市普陀区,6.06-8.8元/m2/天,,31.257203,121.422277,POINT (121.422277 31.257203)
908,平安滨江金融中心(原歌斐中心),上海市黄浦区,8-11元/m2/天,2016年,31.197677,121.482643,POINT (121.482643 31.197677)
909,丰盛创建大厦,上海市黄浦区,6-9元/m2/天,2011年2月,31.196129,121.48319,POINT (121.48319 31.196129)
910,普罗娜商务广场（国企楼盘）,上海市普陀区,3.8-5.3元/m2/天,2014年,31.235819,121.368634,POINT (121.368634 31.235819)
911,新东纺国际商务中心（国企楼盘）,上海市长宁区,3-4.8元/m2/天,,31.22424,121.435559,POINT (121.435559 31.22424)
912,中欣大厦,上海市静安区,10.5-12元/m2/天,2001年,31.225491,121.450235,POINT (121.450235 31.225491)
913,金鹰大厦,上海市浦东区,4.2-8.8元/m2/天,2004年,31.220136,121.550438,POINT (121.550438 31.220136)
914,榕辉大厦,上海市虹口区,2.8-6元/m2/天,2009年,31.292369,121.489177,POINT (121.489177 31.292369)
915,华旭国际大厦,上海市黄浦区,9-9.5元/m2/天,2008年2月,31.233135,121.476711,POINT (121.476711 31.233135)
916,上海信息大厦,上海市浦东区,4.5-7.4元/m2/天,2007年,31.223958,121.551673,POINT (121.551673 31.223958)
917,谷泰滨江大厦,上海市黄浦区,3.5-7.8元/m2/天,2003年,31.211149,121.507247,POINT (121.507247 31.211149)
918,宝溢丰大厦,上海市徐汇区,5.4-7.7元/m2/天,2017年,31.190234,121.4623,POINT (121.4623 31.190234)
919,张江微电子港,上海市浦东区,4.7-5.8元/m2/天,,31.199092,121.581295,POINT (121.581295 31.199092)
920,万科时一区,上海市长宁区,2.6-5元/m2/天,2015年6月,31.203426,121.311784,POINT (121.311784 31.203426)
921,海泰时代大厦,上海市虹口区,3.3-7.59元/m2/天,2005年12月1日,31.250586,121.486085,POINT (121.486085 31.250586)
922,未来资产大厦,上海市浦东区,5.9-11元/m2/天,2007年8月,31.234256,121.500894,POINT (121.500894 31.234256)
923,绿地商务大厦,上海市长宁区,4.5-5.7元/m2/天,2005年,31.219353,121.426289,POINT (121.426289 31.219353)
924,申通信息广场,上海市徐汇区,4.2-6.7元/m2/天,1999年,31.201569,121.434479,POINT (121.434479 31.201569)
925,星中1625科创园,上海市闵行区,3.8-4.2元/m2/天,2021年,31.15796,121.374652,POINT (121.374652 31.15796)
926,U-CUBE华山,上海市长宁区,8-9.2元/m2/天,,31.205373,121.432064,POINT (121.432064 31.205373)
927,苏宁天御国际广场,上海市普陀区,3-5.8元/m2/天,,31.221901,121.380774,POINT (121.380774 31.221901)
928,大众大厦,上海市徐汇区,4.2-5.2元/m2/天,1997年,31.187735,121.42337,POINT (121.42337 31.187735)
929,印坊创意园,上海市杨浦区,3.3-6.5元/m2/天,2017年,31.266065,121.525278,POINT (121.525278 31.266065)
930,腾飞元创大厦,上海市黄浦区,6.5-8.8元/m2/天,2004年1月,31.23382,121.478226,POINT (121.478226 31.23382)
931,现代通信大厦,上海市浦东区,2-2.6元/m2/天,1997年,31.247314,121.599241,POINT (121.599241 31.247314)
932,辽油大厦,上海市长宁区,3.4元/m2/天,,31.211784,121.424067,POINT (121.424067 31.211784)
933,恒基旭辉中心,上海市长宁区,4-7元/m2/天,2016年,31.211177,121.317484,POINT (121.317484 31.211177)
934,复地浦江中心,上海市闵行区,1.7-2.8元/m2/天,2015年6月,31.074873,121.517989,POINT (121.517989 31.074873)
935,力宝广场,上海市黄浦区,9-11.5元/m2/天,1999年,31.223406,121.475917,POINT (121.475917 31.223406)
936,上海滩国际大厦,上海市虹口区,5-7.8元/m2/天,1997年12月,31.243885,121.492659,POINT (121.492659 31.243885)
937,南洋1931,上海市徐汇区,6.05-7元/m2/天,2017年6月,31.186079,121.432696,POINT (121.432696 31.186079)
938,捷丰自贸中心（振丰大厦）,上海市浦东区,2.7-2.8元/m2/天,,31.350025,121.591436,POINT (121.591436 31.350025)
939,纺博大厦（国企楼盘）,上海市普陀区,3.65-4.8元/m2/天,,31.246544,121.446388,POINT (121.446388 31.246544)
940,舜元科创园,上海市长宁区,6.2-8元/m2/天,2018年3月,31.217763,121.354005,POINT (121.354005 31.217763)
941,悦达黄浦河滨大厦,上海市黄浦区,4.2-4.5元/m2/天,2005年,31.239066,121.467064,POINT (121.467064 31.239066)
942,富豪金丰酒店,上海市浦东区,3.34-3.7元/m2/天,2009年,31.25358,121.611811,POINT (121.611811 31.25358)
943,创邑SPACE·朵云轩,上海市徐汇区,4.5-12元/m2/天,2020年7月18号,31.173876,121.447381,POINT (121.447381 31.173876)
944,昭化路505号,上海市长宁区,4.2-5.9元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
945,虹桥绿谷广场E栋,上海市长宁区,5.8-6.5元/m2/天,2017年,31.18861,121.318138,POINT (121.318138 31.18861)
946,绿地同创大厦,上海市普陀区,3-5.44元/m2/天,2002年,31.231783,121.422018,POINT (121.422018 31.231783)
947,Distrii办伴·啦啦荟城办公空间,上海市闵行区,6000-41600元/月,2021年,31.129645,121.402657,POINT (121.402657 31.129645)
948,虹桥荣广大厦,上海市长宁区,4-5元/m2/天,2019年重新翻修,31.197677,121.418035,POINT (121.418035 31.197677)
949,歆翱樱宝创意园,上海市嘉定区,2.5-3.8元/m2/天,2020年新改造,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
950,格林德必易园,上海市普陀区,3.2-4元/m2/天,2017年,31.256718,121.447218,POINT (121.447218 31.256718)
951,上海东方渔人码头,上海市杨浦区,5-9元/m2/天,2016年,31.252052,121.532406,POINT (121.532406 31.252052)
952,申鑫大厦（国企楼盘）,上海市黄浦区,3.1-4.7元/m2/天,1996年,31.228711,121.482196,POINT (121.482196 31.228711)
953,星扬西岸中心一期,上海市徐汇区,6.8-8.5元/m2/天,2020年5月,31.161227,121.461101,POINT (121.461101 31.161227)
954,灿虹精英大厦,上海市闵行区,3.5元/m2/天,2006年11月,31.175978,121.38893,POINT (121.38893 31.175978)
955,开开广场,上海市静安区,3.3-4.3元/m2/天,1998年,31.227948,121.429203,POINT (121.429203 31.227948)
956,由度工场（国企楼盘）,上海市浦东区,2.4-3元/m2/天,1997年12月2日,31.251512,121.61659,POINT (121.61659 31.251512)
957,申银发展大厦,上海市静安区,4.2-5.65元/m2/天,1998年,31.234226,121.454837,POINT (121.454837 31.234226)
958,郡江国际大厦,上海市杨浦区,2.53-4.97元/m2/天,2003年,31.264087,121.538148,POINT (121.538148 31.264087)
959,天宝华庭,上海市虹口区,3.18-4.4元/m2/天,,31.271838,121.499525,POINT (121.499525 31.271838)
960,华闻国际大厦,上海市长宁区,3.2-6元/m2/天,2006年8月,31.199573,121.414584,POINT (121.414584 31.199573)
961,伸大厦,上海市普陀区,4.2-5.3元/m2/天,2009年3月,31.228726,121.410378,POINT (121.410378 31.228726)
962,中信泰富万达广场,上海市嘉定区,2.8-3.5元/m2/天,2021年Q2,31.330864,121.255406,POINT (121.255406 31.330864)
963,陆家嘴金融街区（租售中）,上海市浦东区,7.2-8.5元/m2/天,2017年4月,31.233321,121.55678,POINT (121.55678 31.233321)
964,华南大厦,上海市浦东区,3.4-5元/m2/天,2002年,31.198644,121.520499,POINT (121.520499 31.198644)
965,趣办·上勘,上海市徐汇区,8-9.42元/m2/天,2020年8月,31.206934,121.45668,POINT (121.45668 31.206934)
966,大柏树930科技创意园,上海市虹口区,3-3.8元/m2/天,,31.290505,121.491827,POINT (121.491827 31.290505)
967,华富大厦,上海市徐汇区,2.8-6.5元/m2/天,2002年1月,31.176991,121.441874,POINT (121.441874 31.176991)
