,写字楼名称,所在市区,租金,竣工时间,纬度,经度,geometry
587,绿地和创大厦,上海市普陀区,3.3-6.5元/m2/天,2007年,31.23639,121.42055,POINT (121.42055 31.23639)
588,杨浦商城,上海市杨浦区,2.6-3.7元/m2/天,1997年,31.273347,121.513705,POINT (121.513705 31.273347)
589,宏伊国际广场,上海市黄浦区,4.5-9.8元/m2/天,,31.235838,121.485145,POINT (121.485145 31.235838)
590,舜杰大厦,上海市闸北区,3.9-4.8元/m2/天,,31.29977,121.454872,POINT (121.454872 31.29977)
591,比乐5H创意园,上海市浦东区,2.6-3.2元/m2/天,,31.134016,121.494791,POINT (121.494791 31.134016)
592,中环协信天地,上海市闸北区,3-4.6元/m2/天,2015年12月,31.297791,121.459581,POINT (121.459581 31.297791)
593,上海实业大厦,上海市徐汇区,4.5-6.8元/m2/天,1996年12月,31.192752,121.438155,POINT (121.438155 31.192752)
594,宏汇莲花广场,上海市闵行区,3.81-15元/m2/天,2017年5月,31.155141,121.396697,POINT (121.396697 31.155141)
595,安垦嘉立,上海市长宁区,7-7.5元/m2/天,2015年,31.222506,121.432726,POINT (121.432726 31.222506)
596,M+马利,上海市静安区,6-15元/m2/天,2021年10月份,31.237954,121.444139,POINT (121.444139 31.237954)
597,21世纪大厦,上海市浦东区,7.8-11元/m2/天,2010年,31.233654,121.510316,POINT (121.510316 31.233654)
598,昂立大厦,上海市松江区,2.28-2.5元/m2/天,,31.055523,121.244898,POINT (121.244898 31.055523)
599,蓝宝石大厦,上海市闸北区,3.5-5元/m2/天,2005年5月,31.246091,121.470592,POINT (121.470592 31.246091)
600,宝安商务中心,上海市浦东区,1500-106359元/月,2001年,31.226393,121.52419,POINT (121.52419 31.226393)
601,越界·明园商务中心,上海市徐汇区,4.4-6.4元/m2/天,2000年,31.212738,121.45919,POINT (121.45919 31.212738)
602,环线广场,上海市徐汇区,2.7-5.2元/m2/天,1997年3月,31.180489,121.42611,POINT (121.42611 31.180489)
603,滨江国际广场,上海市杨浦区,3.9-7元/m2/天,2014年,31.250643,121.531796,POINT (121.531796 31.250643)
604,古北国际财富一期,上海市长宁区,5-8元/m2/天,2008年,31.199037,121.401458,POINT (121.401458 31.199037)
605,昭化德必易园,上海市长宁区,5-6.5元/m2/天,2014年,31.211861,121.424747,POINT (121.424747 31.211861)
606,越界·陕康里,上海市静安区,9-12元/m2/天,,31.234784,121.450622,POINT (121.450622 31.234784)
607,东方纯一大厦,上海市浦东区,4.8-7.5元/m2/天,2014年,31.214586,121.524391,POINT (121.524391 31.214586)
608,西岸虹口ID657创意园,上海市虹口区,3.5-3.8元/m2/天,2014年,31.279791,121.462895,POINT (121.462895 31.279791)
609,虹钦园,上海市徐汇区,2.9-3.8元/m2/天,1999年3月,31.178332,121.408645,POINT (121.408645 31.178332)
610,合生汇,上海市杨浦区,5.8-8元/m2/天,2015年12月份,31.299202,121.518357,POINT (121.518357 31.299202)
611,信建大厦,上海市浦东区,4-6元/m2/天,,31.171605,121.483276,POINT (121.483276 31.171605)
612,金地达闼人工智能创新园,上海市闵行区,1.6-2.2元/m2/天,2020年,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
613,皓顺大厦,上海市徐汇区,3.8-5.2元/m2/天,2018年,31.169849,121.395851,POINT (121.395851 31.169849)
614,三银基金产业园,上海市青浦区,2.6-4.31元/m2/天,2017年7月,31.193319,121.276333,POINT (121.276333 31.193319)
615,远洋商业大厦(原东海商业中心),上海市黄浦区,4.2-9.2元/m2/天,1997年,31.229724,121.481598,POINT (121.481598 31.229724)
616,蓝天大厦,上海市杨浦区,3.1-5元/m2/天,2008年,31.296994,121.516786,POINT (121.516786 31.296994)
617,沪东金融大厦,上海市杨浦区,3.46-5.5元/m2/天,2001年,31.300917,121.517894,POINT (121.517894 31.300917)
618,中华1912创意产业园,上海市普陀区,3.8-7元/m2/天,2010年,31.245509,121.440718,POINT (121.440718 31.245509)
619,保辉国际大厦,上海市杨浦区,3.6-4.7元/m2/天,,31.315474,121.506101,POINT (121.506101 31.315474)
620,文通大厦（租售中）,上海市杨浦区,4.2-8元/m2/天,2014年,31.262459,121.516507,POINT (121.516507 31.262459)
621,创业大楼（国企楼盘）,上海市黄浦区,4.5元/m2/天,1930年,31.232224,121.490129,POINT (121.490129 31.232224)
622,虹桥总部2号,上海市闵行区,3.2-7元/m2/天,,31.182123,121.381347,POINT (121.381347 31.182123)
623,钱江大厦,上海市浦东区,4-7.2元/m2/天,2004年1月,31.22246,121.530432,POINT (121.530432 31.22246)
624,东方国际科技大厦,上海市浦东区,3.5-5.6元/m2/天,,31.222937,121.530873,POINT (121.530873 31.222937)
625,华晔创意园,上海市浦东区,4-4.8元/m2/天,1996年1月,31.214995,121.530934,POINT (121.530934 31.214995)
626,汇商大厦,上海市浦东区,3.8-8元/m2/天,2004年,31.224443,121.549303,POINT (121.549303 31.224443)
627,徐家汇国际大厦,上海市徐汇区,5.8-7.2元/m2/天,2004年,31.195114,121.442091,POINT (121.442091 31.195114)
628,静安河滨花园,上海市静安区,3-4.8元/m2/天,,31.241316,121.451918,POINT (121.451918 31.241316)
629,骏利财富大厦,上海市宝山区,2.7-3.5元/m2/天,,31.325447,121.445369,POINT (121.445369 31.325447)
630,虹桥都市工业大厦,上海市长宁区,3.5-5.7元/m2/天,2005年1月1日,31.191075,121.420747,POINT (121.420747 31.191075)
631,长安大厦,上海市闸北区,2.9-3.5元/m2/天,1991年,31.244668,121.452763,POINT (121.452763 31.244668)
632,大虹桥德必WE,上海市长宁区,8.8元/m2/天,2017年,31.202111,121.403437,POINT (121.403437 31.202111)
633,新生丽兰广场,上海市松江区,1.6-2元/m2/天,,31.133562,121.292085,POINT (121.292085 31.133562)
634,文通国际广场,上海市杨浦区,3-4.5元/m2/天,,31.274018,121.550658,POINT (121.550658 31.274018)
635,上通企服中心,上海市闵行区,1.9-3.5元/m2/天,2019年,31.070131,121.515689,POINT (121.515689 31.070131)
636,建工大唐国际广场,上海市浦东区,5.5-8.6元/m2/天,2015年,31.207385,121.562789,POINT (121.562789 31.207385)
637,上海绿地中心二期（租售中）,上海市徐汇区,6-7.5元/m2/天,2015年1月,31.184418,121.457299,POINT (121.457299 31.184418)
638,飞洲国际广场,上海市徐汇区,5-6.6元/m2/天,2007年1月,31.18335,121.43775,POINT (121.43775 31.18335)
639,凯龙莘庄商务园,上海市闵行区,2.4-2.8元/m2/天,2006年,31.077115,121.395278,POINT (121.395278 31.077115)
640,虹桥绿谷广场,上海市长宁区,4-7.5元/m2/天,2014年,31.18869,121.317524,POINT (121.317524 31.18869)
641,平盛大厦,上海市杨浦区,2.9-4.8元/m2/天,2004年,31.302413,121.515599,POINT (121.515599 31.302413)
642,富邦晶品中心,上海市静安区,9.5-11.6元/m2/天,2015年,31.225038,121.44683,POINT (121.44683 31.225038)
643,珠江创意中心,上海市闸北区,3.6-6.2元/m2/天,2007年,31.283864,121.450369,POINT (121.450369 31.283864)
644,天物空间·联洋,上海市浦东区,5.5-7.5元/m2/天,,31.231673,121.557761,POINT (121.557761 31.231673)
645,永丰国际广场,上海市徐汇区,7.3-9元/m2/天,2016年,31.19567,121.445599,POINT (121.445599 31.19567)
646,莘庄智慧园（国企楼盘）,上海市闵行区,3.2-4元/m2/天,2003年,31.104864,121.372025,POINT (121.372025 31.104864)
647,越界·智造局一期,上海市黄浦区,6.2-6.5元/m2/天,2007年,31.206247,121.478335,POINT (121.478335 31.206247)
648,红坊166,上海市长宁区,4.8-7.5元/m2/天,2018年3月31日,31.217234,121.378633,POINT (121.378633 31.217234)
649,U-CUBE襄阳,上海市徐汇区,6.88-8.2元/m2/天,2019年10月,31.211851,121.457599,POINT (121.457599 31.211851)
650,U-CUBE长宁中心,上海市长宁区,7.2-25元/m2/天,2015年,31.204558,121.430291,POINT (121.430291 31.204558)
651,鱼跃大厦,上海市长宁区,4.2-6元/m2/天,,31.201529,121.316066,POINT (121.316066 31.201529)
652,万宝国际商务中心,上海市长宁区,2.5-6.5元/m2/天,,31.205365,121.421003,POINT (121.421003 31.205365)
653,荣兆商务楼,上海市长宁区,3.5-6元/m2/天,2017年,31.225009,121.42709,POINT (121.42709 31.225009)
654,虹桥正荣中心,上海市长宁区,3-6.5元/m2/天,2016年12月,31.201892,121.316957,POINT (121.316957 31.201892)
655,国正中心,上海市杨浦区,5.5-6.5元/m2/天,2015年12月竣工,31.308485,121.506356,POINT (121.506356 31.308485)
656,中电大厦,上海市浦东区,3.5-4元/m2/天,1997年6月,31.225173,121.519653,POINT (121.519653 31.225173)
657,程文商务楼,上海市嘉定区,1.7-2.3元/m2/天,,31.234668,121.3246,POINT (121.3246 31.234668)
658,龙之梦雅仕大厦,上海市长宁区,6-9元/m2/天,2011年,31.215498,121.416452,POINT (121.416452 31.215498)
659,上海机场城市航站楼,上海市静安区,6.5-6.6元/m2/天,2006年,31.224017,121.447488,POINT (121.447488 31.224017)
660,e通世界虹桥园(北区),上海市青浦区,1.55-3.67元/m2/天,,31.21867,121.212861,POINT (121.212861 31.21867)
661,招商局上海中心（国企楼盘）,上海市浦东区,6.6-7.6元/m2/天,2016年,31.181525,121.486417,POINT (121.486417 31.181525)
662,由由国际广场,上海市浦东区,5.4-8.5元/m2/天,2006年,31.208244,121.519849,POINT (121.519849 31.208244)
663,中山万博广场,上海市长宁区,6.3-13.6元/m2/天,2010年,31.195972,121.422915,POINT (121.422915 31.195972)
664,外滩华融大厦（国企楼盘）,上海市黄浦区,8-13.5元/m2/天,1997年4月,31.230499,121.493913,POINT (121.493913 31.230499)
665,华隆大厦,上海市黄浦区,3.6-5.1元/m2/天,1996年,31.241101,121.484576,POINT (121.484576 31.241101)
666,无锡滨湖（上海）中心,上海市青浦区,3.5-5.5元/m2/天,2022年,31.180217,121.286514,POINT (121.286514 31.180217)
667,联通国际大厦,上海市闸北区,3-4.7元/m2/天,1997年12月,31.245384,121.45035,POINT (121.45035 31.245384)
668,新平公寓写字楼,上海市静安区,5-7元/m2/天,1997年,31.227981,121.441703,POINT (121.441703 31.227981)
669,礼和洋行（国企楼盘）,上海市黄浦区,8.4-10.8元/m2/天,1898年,31.236421,121.487179,POINT (121.487179 31.236421)
670,贺海科创园,上海市宝山区,2.6-3.5元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
671,中科科创中心（国企楼盘）,上海市宝山区,2.25-3.2元/m2/天,,31.336644,121.480229,POINT (121.480229 31.336644)
672,桂平园,上海市徐汇区,3.5-5.5元/m2/天,1996年9月,31.169954,121.403283,POINT (121.403283 31.169954)
673,静安高和大厦,上海市静安区,6.3-8.86元/m2/天,2013年,31.223037,121.444599,POINT (121.444599 31.223037)
674,港汇恒隆广场,上海市徐汇区,8.8-11元/m2/天,1999年,31.195324,121.437185,POINT (121.437185 31.195324)
675,华舟大厦,上海市闸北区,2.9-7.99元/m2/天,1997年,31.254928,121.453399,POINT (121.453399 31.254928)
676,紫竹信息数码港（国企参股楼盘）,上海市闵行区,2.2-6.16元/m2/天,2015年,31.021618,121.4496,POINT (121.4496 31.021618)
677,财景创服上海联合数字内容产业基地,上海市虹口区,3.5-3.8元/m2/天,2018年,31.293445,121.484956,POINT (121.484956 31.293445)
678,虹泾鑫汇园,上海市青浦区,3.5-6.5元/m2/天,,31.173928,121.245589,POINT (121.245589 31.173928)
679,临江大厦（国企楼盘）,上海市黄浦区,3.8-5元/m2/天,2010年,31.212638,121.507293,POINT (121.507293 31.212638)
680,华鑫中心（国企楼盘）,上海市徐汇区,5.1-6.3元/m2/天,2014年6月,31.172843,121.416503,POINT (121.416503 31.172843)
681,嘉和阳光大厦,上海市松江区,2-2.4元/m2/天,,31.132383,121.317714,POINT (121.317714 31.132383)
682,同济晶度,上海市杨浦区,2.6-4.8元/m2/天,2011年,31.293783,121.490716,POINT (121.490716 31.293783)
683,欧银科谷,上海市闵行区,3.5-4.5元/m2/天,2008年,31.135076,121.406633,POINT (121.406633 31.135076)
684,中国人寿金融中心（国企楼盘）,上海市浦东区,9-15元/m2/天,,31.239498,121.511494,POINT (121.511494 31.239498)
685,创邑SPACE·银统,上海市长宁区,3.2-6元/m2/天,2018年,31.210753,121.424238,POINT (121.424238 31.210753)
686,航创990Block(国企楼盘),上海市静安区,6元/m2/天,2020年,31.232735,121.436603,POINT (121.436603 31.232735)
687,轻工大厦,上海市徐汇区,4.8-5.2元/m2/天,1990年,31.202512,121.457767,POINT (121.457767 31.202512)
688,多媒体产业化基地,上海市闸北区,3.2-4.2元/m2/天,2013年,31.27698,121.439999,POINT (121.439999 31.27698)
689,景明大厦,上海市虹口区,3-3.23元/m2/天,,31.288976,121.483008,POINT (121.483008 31.288976)
690,金谷中环大厦,上海市闸北区,3.4-4.3元/m2/天,,31.298768,121.455971,POINT (121.455971 31.298768)
691,新上海城市广场（国企参股楼盘）,上海市黄浦区,3.54-4.8元/m2/天,2000年12月,31.228892,121.487946,POINT (121.487946 31.228892)
692,延西593（国企楼盘),上海市长宁区,8.5元/m2/天,2022年新改造,31.215645,121.436533,POINT (121.436533 31.215645)
693,汇公馆,上海市浦东区,4-7.5元/m2/天,2017年1月,31.17834,121.576989,POINT (121.576989 31.17834)
694,宏南投资大厦,上海市浦东区,3-5.2元/m2/天,2006年11月15,31.257249,121.58034,POINT (121.58034 31.257249)
695,长宁八八中心（国企楼盘）,上海市长宁区,6-7.5元/m2/天,2016年,31.22767,121.427494,POINT (121.427494 31.22767)
696,叶大昌商厦,上海市虹口区,3.8-6.5元/m2/天,2010年,31.253888,121.484239,POINT (121.484239 31.253888)
697,金岸182花园办公园区,上海市闵行区,2.5-4元/m2/天,2015年,31.111015,121.378959,POINT (121.378959 31.111015)
698,金钟广场,上海市黄浦区,4.8-8元/m2/天,1999年10月,31.225232,121.479804,POINT (121.479804 31.225232)
699,致远大厦,上海市黄浦区,3-5.2元/m2/天,2004年,31.20137,121.471795,POINT (121.471795 31.20137)
700,胜康廖氏大厦,上海市浦东区,3.8-6元/m2/天,1998年,31.229399,121.519657,POINT (121.519657 31.229399)
701,平高国际广场,上海市普陀区,5-6元/m2/天,2013年,31.241528,121.446964,POINT (121.446964 31.241528)
702,万众大厦（国企楼盘）,上海市长宁区,3-5元/m2/天,1995年1月1日,31.210653,121.426418,POINT (121.426418 31.210653)
703,上海科技京城,上海市黄浦区,3.2-6元/m2/天,1997年9月,31.238352,121.478386,POINT (121.478386 31.238352)
704,兰生大厦,上海市黄浦区,6.3-9元/m2/天,2002年,31.225187,121.480253,POINT (121.480253 31.225187)
705,久事大厦,上海市黄浦区,6.3-8.2元/m2/天,2001年,31.22428,121.500281,POINT (121.500281 31.22428)
706,品尊国际中心写字楼,上海市普陀区,6.5-7.5元/m2/天,2011年,31.255931,121.421726,POINT (121.421726 31.255931)
707,明天广场,上海市黄浦区,6-9.5元/m2/天,2003年3月,31.229867,121.470288,POINT (121.470288 31.229867)
708,光华大厦,上海市长宁区,3.3-4.27元/m2/天,2000年,31.210376,121.383357,POINT (121.383357 31.210376)
709,金融街海伦中心（国企楼盘）,上海市虹口区,5.9-7.7元/m2/天,2017年3月,31.257811,121.490393,POINT (121.490393 31.257811)
710,大虹桥国际,上海市闵行区,4.2-5.5元/m2/天,2016年12月,31.12404,121.360509,POINT (121.360509 31.12404)
711,上海工商联大厦,上海市黄浦区,3.5-4.8元/m2/天,1998年5月,31.23077,121.490023,POINT (121.490023 31.23077)
712,菊园智慧中心,上海市嘉定区,1.8-2.2元/m2/天,2013年,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
713,E仓创意园,上海市普陀区,4.7-5.5元/m2/天,2006年8月,31.241953,121.430864,POINT (121.430864 31.241953)
714,中天科技园(东园),上海市浦东区,2.4-2.75元/m2/天,,31.146797,121.552743,POINT (121.552743 31.146797)
715,禾谷文创四达园,上海市闵行区,1.6-1.9元/m2/天,2018年5月份,31.071571,121.524705,POINT (121.524705 31.071571)
716,扬子江国际企业广场,上海市长宁区,2.8-5元/m2/天,2011年,31.233607,121.35042,POINT (121.35042 31.233607)
717,漕河泾汉桥文化科技园,上海市松江区,2.1-2.8元/m2/天,2020年,31.101176,121.324057,POINT (121.324057 31.101176)
718,富丽大厦,上海市普陀区,3.5-4.9元/m2/天,2000年1月,31.245683,121.442847,POINT (121.442847 31.245683)
719,宏慧盟智园,上海市黄浦区,6.3-6.8元/m2/天,2013年6月,31.205026,121.478592,POINT (121.478592 31.205026)
720,绿地中央广场（租售中）,上海市闸北区,4-4.8元/m2/天,2016年10月,31.299011,121.45477,POINT (121.45477 31.299011)
721,海尚杰座,上海市杨浦区,1.97-4.8元/m2/天,,31.294859,121.534893,POINT (121.534893 31.294859)
722,腾飞科技楼,上海市浦东区,4.9-5.5元/m2/天,,31.180324,121.606348,POINT (121.606348 31.180324)
723,张江国创中心,上海市浦东区,4-4.93元/m2/天,2017年,31.218574,121.627878,POINT (121.627878 31.218574)
724,伍信禾风广场,上海市闵行区,2.5-3元/m2/天,2017年,31.084148,121.514517,POINT (121.514517 31.084148)
725,花园坊（国企楼盘）,上海市虹口区,3.5-5元/m2/天,2008年12月,31.270919,121.475858,POINT (121.475858 31.270919)
726,中邺-智元里,上海市闵行区,2.1-2.6元/m2/天,2018年8月份,31.06816,121.516801,POINT (121.516801 31.06816)
727,汉生科技产业园,上海市闵行区,1.8-2.5元/m2/天,,31.074333,121.39742,POINT (121.39742 31.074333)
728,中设广场,上海市宝山区,2.4-5元/m2/天,,31.320918,121.495034,POINT (121.495034 31.320918)
729,中航天盛广场,上海市杨浦区,3.8-6.5元/m2/天,2014年,31.308945,121.51037,POINT (121.51037 31.308945)
730,天祥大厦（国企楼盘）,上海市长宁区,2.6-3元/m2/天,1998年,31.210481,121.378872,POINT (121.378872 31.210481)
731,东阔颐园文创智工坊,上海市闵行区,2.5-9元/m2/天,2019年,31.109962,121.365029,POINT (121.365029 31.109962)
732,张江春申大厦,上海市浦东区,3.5-4.3元/m2/天,,31.169932,121.606956,POINT (121.606956 31.169932)
733,近铁虹桥中心,上海市闵行区,3.9-5元/m2/天,2015年10月,31.179034,121.380548,POINT (121.380548 31.179034)
734,鑫达财富中心,上海市长宁区,4.6元/m2/天,,31.220031,121.362069,POINT (121.362069 31.220031)
735,经纬国际大厦,上海市黄浦区,6元/m2/天,2015年,31.198365,121.476828,POINT (121.476828 31.198365)
736,飞纶商务中心（国企楼盘）,上海市黄浦区,3.5元/m2/天,,31.201493,121.470744,POINT (121.470744 31.201493)
737,康桥.树源,上海市浦东区,2.5-3.2元/m2/天,2013年,31.148976,121.569633,POINT (121.569633 31.148976)
